nome|classes|posicoes|tipo_range|tipo_dano|habilidade_passiva|habilidade_q|habilidade_w|habilidade_e|habilidade_r
 seconds."| - Active:   Taric     heals  himself and nearby allied champions for 25  (+ 15% AP)   (+ 1% of his  maximum  health)  per charge of  Starlight's Touch  that he periodically  stocks , up to a maximum amount.    Bravado's  empowered attacks each grant one charge.|Bastion - Passive:   Taric  gains    bonus  armor  and forms a    tether  between him and the ally bound by  Bastion . While the tether persists, the ally also gains the  bonus  armor  and  Taric's  abilities are mimicked to them, though the effects do not stack.|Dazzle - Active:   Taric  winds up over 1 second, granting    ghosting  to nearby units, then projects a beam of starlight in the target direction that deals  magic damage  to enemies hit and    stuns  them for 1. 5  seconds.|Cosmic Radiance - Active:   Taric  calls down a star from above that descends to him over 2. 5  seconds. Afterwards, he and nearby allied champions become    invulnerable  for 2. 5  seconds.
Teemo|Specialist|Support|Ranged|Physical|Guerrilla Warfare - Innate:   Teemo  gains    invisibility  after 1. 5  seconds without moving, taking damage, performing actions that    break stealth ,    channeling , or being in    stasis .  Teemo  will maintain stealth so long as he remains idle and is not    displaced . While in    brush ,  Teemo  gains the stealth even while moving and can move without breaking stealth.|Blinding Dart - Active:   Teemo  shoots a dart at the target enemy that deals  magic damage  and    blinds  them for a duration.|Move Quick - Passive:   Teemo  gains    bonus  movement speed  after 5 seconds without taking damage from enemy    champions  or    turrets .|"Toxic Shot - Passive:   Teemo's   basic attacks  are empowered to deal  bonus  magic damage     on-hit  and inflict    poison . 
  poison :  The target takes  magic damage  every second over 4 seconds. Subsequent inflictions refresh the duration."|Noxious Trap - Active:   Teemo  tosses a poisonous mushroom to the target location that becomes    stealthed  after arming over 1 second, lasting for up to 5 minutes and granting    sight  of its surroundings. If the mushroom lands on an already-placed one, it will bounce forward again for its cast distance, up to a cap, which can happen repeatedly.
Thresh|Catcher|Support|Ranged|Physical|Damnation - Innate:   Thresh's   armor  does not increase through  growth (per level) .|Death Sentence - Active:   Thresh  throws out his scythe in the target direction, becoming    unable  to move or attack while it is in flight.|Dark Passage - Active:   Thresh  throws his lantern to the target location over 0. 5  seconds, lasting for 6 seconds while he remains nearby and granting    sight  of its surroundings. If  Thresh  moves too far away from the lantern, it returns back to him immediately.|Flay - Passive:   Thresh's   basic attacks  are empowered to deal  bonus  magic damage , with the    AD  ratio increasing over 10 seconds without basic attacking enemies.|The Box - Active:   Thresh  erects a pentagon of spectral walls around him that each last for 5 seconds. A wall will break upon enemy champion contact, dealing  magic damage  and    slowing  them by 99% for 2 seconds.
Tristana|Marksman|Middle|Ranged|Physical|Draw a Bead - Innate:   Tristana's   basic attacks ,    Explosive Charge  and    Buster Shot  gain    0 − 150 (based on level)   bonus  range , for a total of  550 − 700 (based on level) .|Rapid Fire - Active:   Tristana  empowers her cannon, gaining    bonus  attack speed  for 7 seconds.|Rocket Jump - Active:   Tristana     jumps  to the target location. Upon landing, she deals  magic damage  to nearby enemies and    slows  them by 40% for 2 seconds.|Explosive Charge - Passive:   Tristana's  basic attacks are empowered to trigger an explosion when they kill the target, dealing  magic damage  to nearby enemies.|Buster Shot - Active:   Tristana  fires a massive cannonball at the target enemy that deals  magic damage . They and surrounding enemies are also    knocked back  and    stunned  for a duration, during which all targets are    revealed .
Trundle|Juggernaut|Jungle|Melee|Physical| - Innate:  Whenever a nearby enemy dies,  Trundle     heals  himself for  1. 8 % − 5. 5 % (based on level)  of the target's  maximum  health .|Chomp - Active:   Trundle  empowers his next  basic attack  within 7 seconds to have an    uncancellable windup , gain   25  bonus  range , deal  bonus  physical damage  and    slow  the target by 75% for 0. 1  seconds.|Frozen Domain - Active:   Trundle  coats the target location in ice for 8 seconds. While he is within the area, he gains    bonus  attack speed ,    bonus  movement speed , and 25% increased    healing  from all sources.|Pillar of Ice - Active:   Trundle  erects a pillar of ice at the target location for 6 seconds, which    knocks back  units hit to 225 units from its center. The pillar acts as  terrain  and    slows  nearby enemies.|Subjugate - Active:   Trundle  drains the life force out of the target enemy champion, dealing  magic damage  and    healing  himself for the same amount. He also steals 40% of their  current     armor  and    magic resistance , and increases in  size  by 18% while reducing the target's  size  by 9. 9 %.
Tryndamere|Skirmisher|Top|Melee|Physical|Battle Fury - Innate:   Tryndamere  generates    5 Fury  on his  basic attacks , and  10 Fury  on    critical strikes  and each time he kills an enemy. After 8 seconds without dealing or taking damage,  Tryndamere  loses  5 Fury  per second.|Bloodlust - Passive:   Tryndamere  gains    bonus  attack damage , plus an additional amount based on his  missing  health .|Mocking Shout - Active:   Tryndamere  reduces the    attack damage  of nearby enemy champions for 4 seconds.|Spinning Slash - Active:   Tryndamere     dashes  to the target location, dealing  physical damage  to enemies hit and generating    2 Fury  per enemy hit, increased to  5 Fury  against champions.|Undying Rage - Active:   Tryndamere  becomes enraged, instantly gaining    Fury  and a    minimum health threshold  for 5 seconds.
Twisted Fate|Burst|Top|Ranged|Magic|Loaded Dice - Innate:  Whenever  Twisted Fate  kills an enemy, he generates  1 − 6 (based on probability) . He also has a chance equal to his  critical strike chance  to generate an additional    1 − 6 (based on probability) .|Wild Cards - Active:   Twisted Fate  throws a fan of three cards in a cone in the target direction that each deal  magic damage  to enemies hit.|Pick a Card - Active:   Twisted Fate  cycles through three cards for 6 seconds, hovering each for 0. 5  seconds at a time.  Pick a Card  can be recast within the duration, which selects the current card hovered.|Stacked Deck - Passive:   Twisted Fate  gains    bonus  attack speed . His basic attacks    on-hit  generate a  stack  of  Stacked Deck , stacking up to 3 times.  At 3 stacks, his next basic attack is empowered to consume them all to deal  bonus  magic damage , reduced to 50% against structures. Twisted Fate  gains maximum stacks of  Stacked Deck  upon learning the ability and on  respawn .|Destiny - Active:   Twisted Fate  marks all targetable enemy champions,    revealing  them for a duration.  Destiny  can be recast after 0. 5  seconds within the duration.
Twitch|Marksman|Support|Ranged|Physical|Deadly Venom - Innate:   Twitch's   basic attacks     on-hit  apply a  stack  of  Deadly Venom  for 6 seconds, refreshing on subsequent applications and stacking up to 6 times.|Ambush - Active:  After a 1-second delay,  Twitch  becomes    camouflaged  for a duration. Attacking or casting    Venom Cask  or    Contaminate  ends  Ambush  immediately.|Venom Cask - Active:   Twitch  hurls a cask of venom that explodes at the target location, applying    Deadly Venom  to enemies hit and granting    sight  of the area.|Contaminate - Active:   Twitch  sends out a lethal toxin to each nearby enemy afflicted by    Deadly Venom , dealing them  physical damage .|Spray and Pray - Active:   Twitch  gains    bonus  attack damage  and   300  bonus  attack range  for 6 seconds, during which his  basic attacks  are replaced by  bolts  that travel slightly further than his attack range in a straight line, dealing damage to  every enemy unit  hit.
Udyr|Juggernaut|Jungle|Melee|Physical|Bridge Between - Innate - Awakened Spirit:   Udyr  has no  ultimate ability  and instead has 4  basic abilities  that each incur a    1. 5 -second global cooldown  when cast. Each ability grants a  Stance  that empowers his next two basic attacks, and switching  Stances  will replace the empowered attacks from the previous  Stance .|Wilding Claw - Active - Stance:   Udyr  enters  Claw Stance , empowering his next two basic attacks to gain   50   bonus  range and deal  bonus  physical damage .|Iron Mantle - Active - Stance:   Udyr  enters  Mantle Stance , empowering his next two basic attacks to gain    life steal  and    heal  him for  1. 2 % of his  maximum  health   (+ 8% AP)  on-hit.|Blazing Stampede - Active - Stance:   Udyr  enters  Stampede Stance , empowering his basic attacks to have an    uncancellable windup  and    pounce  on the target  to    stun  them for 0. 75  seconds. This cannot affect the same target more than once every few seconds.|Wingborne Storm - Active - Stance:   Udyr  enters  Storm Stance , empowering his next two basic attacks to deal  10 − 30 (based on level)   (+ 30% AP)   magic damage  to nearby enemies.
Urgot|Juggernaut|Top|Ranged|Physical|Echoing Flames - Innate:   Urgot's  six legs each conceal a shotgun that covers an arc, together forming a full circle of cover around him. Each shotgun can fire once before incurring a unique   cooldown .|Corrosive Charge - Active:   Urgot  launches a canister at the target location. Upon landing, it explodes after 0. 3  seconds to deal  physical damage  to enemies hit and    slow  them for 1. 25  seconds.|Purge - Passive:   Urgot's  other abilities  mark  enemy    champions  hit for 5 seconds. Only one enemy can be  marked  at a time.  Additionally, at maximum rank,  Purge  lasts indefinitely and becomes a toggled ability.|Disdain - Active:   Urgot  grants himself a    shield  for 4 seconds.|Fear Beyond Death - Active:   Urgot  fires a chem-drill in the target direction that impales the first enemy champion hit, dealing  physical damage  and leashing the target for 4 seconds, during which they are    revealed  and    slowed  by  0% − 75% (based on target's  missing  health) .
